"ExperimentName","Subject","Session","SessionDate","SessionTime","Block","metablock","TaskType","Trial","CorrectResponse","ITIs","left_stim","right_stim","task.ACC","task.RESP","task.RT","run"
"Matching_Run1",19,2,"07-26-2015",16:32:19,5,2,"NumberMatching",4,2,1,"N1","D4_2",1,2,2863,1
"Matching_Run1",19,2,"07-26-2015",16:32:19,5,2,"NumberMatching",5,2,2,"N5","D1_2",0,1,1202,1
"Matching_Run1",19,2,"07-26-2015",16:32:19,5,2,"NumberMatching",6,1,3,"D8_2","N8",0,NA,0,1
"Matching_Run1",19,2,"07-26-2015",16:32:19,6,1,"NumberMatching",1,2,2,"N3","D5_2",0,NA,0,1
"Matching_Run1",19,2,"07-26-2015",16:32:19,6,1,"NumberMatching",2,2,1,"D6_1","N3",1,2,1918,1
"Matching_Run1",19,2,"07-26-2015",16:32:19,6,1,"NumberMatching",3,2,3,"D8_1","N5",1,2,1740,1
"Matching_Run1",19,2,"07-26-2015",16:32:19,6,1,"NumberMatching",4,1,2,"N3","D3_1",1,1,1708,1
"Matching_Run1",19,2,"07-26-2015",16:32:19,6,1,"NumberMatching",5,2,1,"N7","D4_2",0,NA,0,1
"Matching_Run1",19,2,"07-26-2015",16:32:19,6,1,"NumberMatching",6,1,3,"N7","D7_1",0,NA,0,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,1,6,"ShapeMatching",1,2,1,"S7","S8",1,2,1968,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,1,6,"ShapeMatching",2,1,2,"S1","S1",1,1,1407,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,1,6,"ShapeMatching",3,2,3,"S5","S6",1,2,1379,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,1,6,"ShapeMatching",4,2,2,"S1","S2",1,2,1030,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,1,6,"ShapeMatching",5,2,1,"S8","S9",1,2,1241,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,1,6,"ShapeMatching",6,2,3,"S6","S7",1,2,1534,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,2,5,"ShapeMatching",1,1,1,"S2","S2",1,1,2407,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,2,5,"ShapeMatching",2,1,3,"S3","S3",1,1,1336,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,2,5,"ShapeMatching",3,1,2,"S5","S5",1,1,2158,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,2,5,"ShapeMatching",4,1,3,"S7","S7",1,1,1252,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,2,5,"ShapeMatching",5,1,1,"S8","S8",1,1,1033,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,2,5,"ShapeMatching",6,2,2,"S2","S3",1,2,1660,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,3,1,"NumberMatching",1,2,1,"D6_1","N3",1,2,1305,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,3,1,"NumberMatching",2,2,3,"D2_1","N5",1,2,1749,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,3,1,"NumberMatching",3,1,2,"D8_2","N8",0,2,2329,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,3,1,"NumberMatching",4,1,1,"N3","D3_1",1,1,857,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,3,1,"NumberMatching",5,1,3,"N7","D7_1",1,1,1571,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,3,1,"NumberMatching",6,1,2,"D2_2","N2",1,1,909,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,4,4,"ShapeMatching",1,2,1,"S3","S4",1,2,2005,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,4,4,"ShapeMatching",2,1,3,"S6","S6",1,1,1104,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,4,4,"ShapeMatching",3,2,2,"S9","S1",1,2,1351,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,4,4,"ShapeMatching",4,2,3,"S4","S5",1,2,1279,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,4,4,"ShapeMatching",5,1,1,"S9","S9",1,1,1627,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,4,4,"ShapeMatching",6,1,2,"S4","S4",1,1,1344,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,5,3,"NumberMatching",1,2,1,"N1","D4_2",0,NA,0,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,5,3,"NumberMatching",2,1,2,"D6_2","N6",0,2,53,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,5,3,"NumberMatching",3,2,3,"D8_1","N5",1,2,1947,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,5,3,"NumberMatching",4,1,1,"N9","D9_1",1,1,2270,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,5,3,"NumberMatching",5,2,2,"N7","D4_2",1,2,1354,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,5,3,"NumberMatching",6,1,3,"N1","D1_1",1,1,731,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,6,2,"NumberMatching",1,1,1,"N5","D5_1",1,1,1273,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,6,2,"NumberMatching",2,2,2,"D4_1","N8",1,2,990,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,6,2,"NumberMatching",3,1,3,"D4_2","N4",1,1,1145,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,6,2,"NumberMatching",4,2,2,"N3","D5_2",1,2,1214,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,6,2,"NumberMatching",5,2,3,"N9","D7_2",1,2,2206,1
"Matching_Run1",20,1,"06-28-2015",12:02:03,6,2,"NumberMatching",6,2,1,"N5","D1_2",1,2,893,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,1,5,"ShapeMatching",1,1,1,"S7","S7",1,1,925,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,1,5,"ShapeMatching",2,1,2,"S3","S3",1,1,1587,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,1,5,"ShapeMatching",3,2,3,"S5","S6",1,2,1208,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,1,5,"ShapeMatching",4,2,2,"S6","S7",1,2,1400,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,1,5,"ShapeMatching",5,2,3,"S2","S3",1,2,1391,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,1,5,"ShapeMatching",6,1,1,"S6","S6",1,1,835,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,2,6,"ShapeMatching",1,1,3,"S2","S2",1,1,1289,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,2,6,"ShapeMatching",2,2,2,"S9","S1",1,2,1444,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,2,6,"ShapeMatching",3,2,1,"S3","S4",1,2,900,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,2,6,"ShapeMatching",4,1,2,"S8","S8",1,1,1315,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,2,6,"ShapeMatching",5,2,3,"S4","S5",1,2,1549,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,2,6,"ShapeMatching",6,1,1,"S4","S4",1,1,851,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,3,1,"NumberMatching",1,1,2,"D4_2","N4",1,1,1602,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,3,1,"NumberMatching",2,1,1,"D8_2","N8",1,1,1395,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,3,1,"NumberMatching",3,1,3,"D6_2","N6",1,1,1498,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,3,1,"NumberMatching",4,2,2,"N7","D4_2",1,2,1066,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,3,1,"NumberMatching",5,2,3,"D2_1","N5",1,2,877,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,3,1,"NumberMatching",6,2,1,"N5","D1_2",1,2,1009,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,4,4,"ShapeMatching",1,2,3,"S8","S9",1,2,2090,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,4,4,"ShapeMatching",2,2,2,"S7","S8",1,2,878,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,4,4,"ShapeMatching",3,1,1,"S5","S5",1,1,885,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,4,4,"ShapeMatching",4,1,2,"S1","S1",0,2,1212,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,4,4,"ShapeMatching",5,2,3,"S1","S2",1,2,1207,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,4,4,"ShapeMatching",6,1,1,"S9","S9",1,1,776,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,5,2,"NumberMatching",1,2,3,"D6_1","N3",1,2,956,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,5,2,"NumberMatching",2,2,1,"N1","D4_2",1,2,1186,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,5,2,"NumberMatching",3,1,2,"N1","D1_1",1,1,937,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,5,2,"NumberMatching",4,1,1,"D2_2","N2",1,1,1297,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,5,2,"NumberMatching",5,2,3,"D4_1","N8",1,2,1316,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,5,2,"NumberMatching",6,2,2,"N9","D7_2",1,2,2314,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,6,3,"NumberMatching",1,2,1,"D8_1","N5",1,2,1087,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,6,3,"NumberMatching",2,1,3,"N9","D9_1",1,1,1858,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,6,3,"NumberMatching",3,2,2,"N3","D5_2",1,2,1053,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,6,3,"NumberMatching",4,1,1,"N3","D3_1",1,1,768,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,6,3,"NumberMatching",5,1,2,"N5","D5_1",1,1,1272,1
"Matching_Run1",20,2,"06-28-2015",12:30:28,6,3,"NumberMatching",6,1,3,"N7","D7_1",1,1,1625,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,1,4,"ShapeMatching",1,2,3,"S4","S5",1,2,934,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,1,4,"ShapeMatching",2,1,2,"S3","S3",1,1,1072,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,1,4,"ShapeMatching",3,2,1,"S1","S2",0,1,1595,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,1,4,"ShapeMatching",4,2,3,"S7","S8",1,2,1009,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,1,4,"ShapeMatching",5,1,1,"S2","S2",1,1,878,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,1,4,"ShapeMatching",6,1,2,"S5","S5",1,1,783,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,2,1,"NumberMatching",1,1,1,"N5","D5_1",1,1,1059,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,2,1,"NumberMatching",2,2,2,"D4_1","N8",1,2,1187,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,2,1,"NumberMatching",3,2,3,"D8_1","N5",0,1,1348,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,2,1,"NumberMatching",4,2,2,"N9","D7_2",0,1,2419,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,2,1,"NumberMatching",5,2,1,"N5","D1_2",1,2,1008,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,2,1,"NumberMatching",6,2,3,"D2_1","N5",1,2,1580,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,3,3,"NumberMatching",1,2,2,"N1","D4_2",1,2,1231,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,3,3,"NumberMatching",2,1,3,"D2_2","N2",1,1,1248,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,3,3,"NumberMatching",3,1,1,"N1","D1_1",1,1,1492,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,3,3,"NumberMatching",4,1,2,"D4_2","N4",0,2,849,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,3,3,"NumberMatching",5,1,1,"N9","D9_1",1,1,1434,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,3,3,"NumberMatching",6,1,3,"N3","D3_1",1,1,1150,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,4,5,"ShapeMatching",1,2,1,"S2","S3",1,2,1062,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,4,5,"ShapeMatching",2,2,3,"S9","S1",1,2,1092,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,4,5,"ShapeMatching",3,1,2,"S8","S8",1,1,1608,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,4,5,"ShapeMatching",4,2,1,"S5","S6",1,2,1128,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,4,5,"ShapeMatching",5,1,2,"S9","S9",1,1,1190,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,4,5,"ShapeMatching",6,1,3,"S4","S4",1,1,873,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,5,6,"ShapeMatching",1,2,2,"S6","S7",1,2,1583,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,5,6,"ShapeMatching",2,1,1,"S7","S7",1,1,2001,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,5,6,"ShapeMatching",3,1,3,"S6","S6",1,1,1216,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,5,6,"ShapeMatching",4,2,2,"S3","S4",1,2,1226,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,5,6,"ShapeMatching",5,2,1,"S8","S9",1,2,1068,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,5,6,"ShapeMatching",6,1,3,"S1","S1",1,1,795,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,6,2,"NumberMatching",1,1,1,"D6_2","N6",1,1,1311,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,6,2,"NumberMatching",2,2,3,"D6_1","N3",1,2,913,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,6,2,"NumberMatching",3,2,2,"N3","D5_2",1,2,1433,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,6,2,"NumberMatching",4,1,3,"N7","D7_1",1,1,1241,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,6,2,"NumberMatching",5,2,2,"N7","D4_2",1,2,1131,1
"Matching_Run1",21,1,"07-14-2015",14:55:12,6,2,"NumberMatching",6,1,1,"D8_2","N8",1,1,1204,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,1,6,"ShapeMatching",1,2,1,"S3","S4",1,2,2037,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,1,6,"ShapeMatching",2,1,3,"S3","S3",1,1,1000,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,1,6,"ShapeMatching",3,2,2,"S4","S5",1,2,1490,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,1,6,"ShapeMatching",4,1,3,"S8","S8",1,1,891,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,1,6,"ShapeMatching",5,1,1,"S7","S7",1,1,1116,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,1,6,"ShapeMatching",6,2,2,"S9","S1",1,2,1565,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,2,2,"NumberMatching",1,1,1,"D2_2","N2",1,1,1308,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,2,2,"NumberMatching",2,2,2,"N9","D7_2",1,2,3089,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,2,2,"NumberMatching",3,1,3,"D8_2","N8",0,2,3027,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,2,2,"NumberMatching",4,2,2,"N5","D1_2",1,2,1577,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,2,2,"NumberMatching",5,2,3,"D4_1","N8",1,2,1607,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,2,2,"NumberMatching",6,2,1,"D6_1","N3",1,2,1522,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,3,4,"ShapeMatching",1,1,2,"S5","S5",1,1,1379,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,3,4,"ShapeMatching",2,1,3,"S9","S9",1,1,1369,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,3,4,"ShapeMatching",3,1,1,"S2","S2",1,1,1031,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,3,4,"ShapeMatching",4,2,3,"S1","S2",1,2,1855,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,3,4,"ShapeMatching",5,1,1,"S1","S1",1,1,1157,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,3,4,"ShapeMatching",6,1,2,"S4","S4",1,1,947,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,4,5,"ShapeMatching",1,2,3,"S5","S6",1,2,1549,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,4,5,"ShapeMatching",2,2,2,"S6","S7",1,2,1447,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,4,5,"ShapeMatching",3,2,1,"S7","S8",1,2,1109,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,4,5,"ShapeMatching",4,2,2,"S8","S9",1,2,1838,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,4,5,"ShapeMatching",5,2,3,"S2","S3",1,2,1579,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,4,5,"ShapeMatching",6,1,1,"S6","S6",1,1,2273,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,5,1,"NumberMatching",1,2,2,"N1","D4_2",1,2,1939,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,5,1,"NumberMatching",2,1,3,"N5","D5_1",1,1,2460,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,5,1,"NumberMatching",3,1,1,"N7","D7_1",0,NA,0,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,5,1,"NumberMatching",4,2,3,"D2_1","N5",0,1,145,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,5,1,"NumberMatching",5,1,1,"D4_2","N4",1,1,1389,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,5,1,"NumberMatching",6,1,2,"N1","D1_1",1,1,1185,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,6,3,"NumberMatching",1,1,1,"D6_2","N6",1,1,2391,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,6,3,"NumberMatching",2,2,3,"N7","D4_2",1,2,1616,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,6,3,"NumberMatching",3,2,2,"N3","D5_2",1,2,1360,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,6,3,"NumberMatching",4,1,1,"N9","D9_1",0,NA,0,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,6,3,"NumberMatching",5,1,2,"N3","D3_1",1,1,1905,1
"Matching_Run1",22,1,"07-07-2015",17:26:40,6,3,"NumberMatching",6,2,3,"D8_1","N5",1,2,1371,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,1,3,"NumberMatching",1,2,1,"N1","D4_2",1,2,1936,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,1,3,"NumberMatching",2,1,2,"N7","D7_1",0,NA,0,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,1,3,"NumberMatching",3,2,3,"N9","D7_2",0,1,1166,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,1,3,"NumberMatching",4,2,2,"D4_1","N8",1,2,1425,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,1,3,"NumberMatching",5,2,3,"D6_1","N3",1,2,1433,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,1,3,"NumberMatching",6,2,1,"N5","D1_2",1,2,1412,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,2,2,"NumberMatching",1,2,3,"N3","D5_2",1,2,1071,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,2,2,"NumberMatching",2,1,2,"D2_2","N2",1,1,1378,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,2,2,"NumberMatching",3,1,1,"D8_2","N8",1,1,2772,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,2,2,"NumberMatching",4,1,2,"N9","D9_1",1,1,1145,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,2,2,"NumberMatching",5,1,1,"D6_2","N6",0,NA,0,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,2,2,"NumberMatching",6,1,3,"N1","D1_1",1,1,1154,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,3,5,"ShapeMatching",1,2,1,"S2","S3",1,2,1347,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,3,5,"ShapeMatching",2,2,2,"S4","S5",1,2,900,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,3,5,"ShapeMatching",3,1,3,"S9","S9",1,1,871,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,3,5,"ShapeMatching",4,1,1,"S7","S7",1,1,1126,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,3,5,"ShapeMatching",5,2,2,"S7","S8",0,1,1641,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,3,5,"ShapeMatching",6,2,3,"S8","S9",0,1,1291,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,4,6,"ShapeMatching",1,1,2,"S1","S1",1,1,797,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,4,6,"ShapeMatching",2,1,3,"S5","S5",1,1,1218,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,4,6,"ShapeMatching",3,2,1,"S9","S1",1,2,2085,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,4,6,"ShapeMatching",4,1,2,"S4","S4",1,1,1421,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,4,6,"ShapeMatching",5,1,3,"S6","S6",1,1,898,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,4,6,"ShapeMatching",6,1,1,"S3","S3",1,1,1297,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,5,4,"ShapeMatching",1,2,3,"S3","S4",1,2,1101,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,5,4,"ShapeMatching",2,1,2,"S2","S2",1,1,1974,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,5,4,"ShapeMatching",3,2,1,"S6","S7",1,2,2037,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,5,4,"ShapeMatching",4,2,2,"S1","S2",1,2,2329,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,5,4,"ShapeMatching",5,2,3,"S5","S6",0,NA,0,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,5,4,"ShapeMatching",6,1,1,"S8","S8",1,1,1018,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,6,1,"NumberMatching",1,1,2,"N5","D5_1",1,1,1959,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,6,1,"NumberMatching",2,2,3,"D2_1","N5",1,2,1062,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,6,1,"NumberMatching",3,1,1,"D4_2","N4",1,1,1199,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,6,1,"NumberMatching",4,2,3,"N7","D4_2",1,2,1241,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,6,1,"NumberMatching",5,1,1,"N3","D3_1",1,1,927,1
"Matching_Run1",23,1,"07-15-2015",13:06:04,6,1,"NumberMatching",6,2,2,"D8_1","N5",1,2,1510,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,1,3,"NumberMatching",1,1,1,"N7","D7_1",1,1,2597,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,1,3,"NumberMatching",2,1,2,"N3","D3_1",0,2,1034,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,1,3,"NumberMatching",3,1,3,"D4_2","N4",1,1,780,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,1,3,"NumberMatching",4,1,1,"D6_2","N6",0,NA,0,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,1,3,"NumberMatching",5,2,3,"N7","D4_2",1,2,2187,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,1,3,"NumberMatching",6,1,2,"N9","D9_1",1,1,1456,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,2,6,"ShapeMatching",1,1,1,"S2","S2",1,1,2002,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,2,6,"ShapeMatching",2,1,3,"S7","S7",0,2,803,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,2,6,"ShapeMatching",3,2,2,"S5","S6",1,2,1871,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,2,6,"ShapeMatching",4,2,1,"S6","S7",1,2,24,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,2,6,"ShapeMatching",5,1,2,"S3","S3",1,1,1434,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,2,6,"ShapeMatching",6,1,3,"S6","S6",1,1,1274,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,3,5,"ShapeMatching",1,2,1,"S2","S3",0,NA,0,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,3,5,"ShapeMatching",2,1,3,"S1","S1",0,2,557,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,3,5,"ShapeMatching",3,2,2,"S1","S2",0,1,1612,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,3,5,"ShapeMatching",4,2,1,"S4","S5",1,2,2605,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,3,5,"ShapeMatching",5,1,3,"S4","S4",1,1,1071,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,3,5,"ShapeMatching",6,2,2,"S8","S9",1,2,1028,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,4,1,"NumberMatching",1,1,1,"D8_2","N8",0,2,2209,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,4,1,"NumberMatching",2,2,3,"D2_1","N5",1,2,1688,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,4,1,"NumberMatching",3,2,2,"D6_1","N3",0,1,1809,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,4,1,"NumberMatching",4,2,3,"D8_1","N5",1,2,1897,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,4,1,"NumberMatching",5,2,1,"D4_1","N8",1,2,1055,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,4,1,"NumberMatching",6,2,2,"N1","D4_2",1,2,1501,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,5,4,"ShapeMatching",1,1,3,"S9","S9",1,1,2012,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,5,4,"ShapeMatching",2,2,2,"S7","S8",1,2,2245,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,5,4,"ShapeMatching",3,2,1,"S9","S1",1,2,1309,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,5,4,"ShapeMatching",4,1,2,"S5","S5",1,1,1236,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,5,4,"ShapeMatching",5,1,1,"S8","S8",1,1,1388,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,5,4,"ShapeMatching",6,2,3,"S3","S4",1,2,1521,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,6,2,"NumberMatching",1,1,2,"N5","D5_1",1,1,2348,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,6,2,"NumberMatching",2,2,3,"N3","D5_2",1,2,2010,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,6,2,"NumberMatching",3,2,1,"N5","D1_2",1,2,1444,1
"Matching_Run1",24,1,"07-29-2015",18:46:15,6,2,"NumberMatching",4,1,2,"N1","D1_1",1,1,1275,1
