"ExperimentName","Subject","Session","SessionDate","SessionTime","Block","metablock","TaskType","Trial","Answer","Condition","Correct","CorrectResponse","DifferenceCorrect","LeftNumber","RightNumber","Verification","Problem.ACC","Problem.CRESP","Problem.RESP","Problem.RT","StartFixation.OnsetTime","Problem.OnsetTime","condition","Task","run"
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,1,3,"LargeProblem",1,12,"L","I",2,1,3,9,13,1,2,2,2582,20560,27094,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,1,3,"LargeProblem",2,12,"L","C",1,0,4,8,12,1,1,1,2262,20560,33627,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,1,3,"LargeProblem",3,13,"L","C",1,0,5,8,13,1,1,1,2719,20560,39660,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,1,3,"LargeProblem",4,14,"L","C",1,0,8,6,14,1,1,1,3997,20560,45193,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,1,3,"LargeProblem",5,13,"L","I",2,1,9,4,14,1,2,2,2698,20560,51226,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,1,3,"LargeProblem",6,14,"L","I",2,2,9,5,16,1,2,2,2250,20560,57759,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,2,6,"SmallProblem",1,5,"S","C",1,0,2,3,5,1,1,1,2008,20560,69309,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,2,6,"SmallProblem",2,7,"S","I",2,2,3,4,9,1,2,2,1823,20560,75842,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,2,6,"SmallProblem",3,8,"S","C",1,0,6,2,8,1,1,1,2297,20560,81375,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,2,6,"SmallProblem",4,8,"S","C",1,0,5,3,8,1,1,1,1681,20560,87408,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,2,6,"SmallProblem",5,10,"S","C",1,0,6,4,10,1,1,1,1642,20560,92941,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,2,6,"SmallProblem",6,7,"S","I",2,1,2,5,8,1,2,2,1941,20560,99475,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,3,2,"SmallProblem",1,9,"S","C",1,0,2,7,9,1,1,1,2214,20560,117524,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,3,2,"SmallProblem",2,6,"S","I",2,2,4,2,8,1,2,2,1637,20560,123057,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,3,2,"SmallProblem",3,9,"S","C",1,0,3,6,9,1,1,1,2154,20560,129590,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,3,2,"SmallProblem",4,10,"S","I",2,1,8,2,11,1,2,2,1616,20560,135623,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,3,2,"SmallProblem",5,9,"S","I",2,1,4,5,10,1,2,2,2517,20560,142140,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,3,2,"SmallProblem",6,10,"S","I",2,2,7,3,12,1,2,2,1810,20560,147673,"small","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,4,5,"Plus1",1,8,"Plus1","I",2,1,7,1,9,1,2,2,1723,20560,159723,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,4,5,"Plus1",2,6,"Plus1","I",2,2,5,1,8,1,2,2,1694,20560,165256,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,4,5,"Plus1",3,7,"Plus1","C",1,0,6,1,7,1,1,1,1878,20560,171289,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,4,5,"Plus1",4,9,"Plus1","I",2,2,8,1,11,1,2,2,1352,20560,177822,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,4,5,"Plus1",5,5,"Plus1","I",2,1,4,1,6,1,2,2,1546,20560,183355,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,4,5,"Plus1",6,4,"Plus1","C",1,0,3,1,4,1,1,1,2183,20560,189888,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,5,4,"LargeProblem",1,13,"L","I",2,1,6,7,14,1,2,2,3008,20560,207938,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,5,4,"LargeProblem",2,11,"L","C",1,0,2,9,11,1,1,1,2460,20560,214471,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,5,4,"LargeProblem",3,11,"L","I",2,2,5,6,13,1,2,2,2795,20560,220004,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,5,4,"LargeProblem",4,12,"L","C",1,0,7,5,12,1,1,1,3552,20560,226037,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,5,4,"LargeProblem",5,11,"L","C",1,0,7,4,11,1,1,1,2546,20560,232570,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,5,4,"LargeProblem",6,11,"L","I",2,2,8,3,13,1,2,2,2061,20560,238603,"large","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",1,3,"Plus1","C",1,0,2,1,3,1,1,1,1777,20560,256153,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",2,9,"Plus1","C",1,0,8,1,9,1,1,1,1586,20560,262686,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",3,4,"Plus1","I",2,1,3,1,5,1,2,2,2882,20560,268719,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",4,10,"Plus1","I",2,2,9,1,12,1,2,2,2267,20560,274252,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",5,8,"Plus1","C",1,0,7,1,8,1,1,1,1455,20560,280785,"plus1","arithmetic",1
"Arithmetic_Run1",1,1,"05-12-2015",19:22:31,6,1,"Plus1",6,5,"Plus1","C",1,0,4,1,5,1,1,1,1589,20560,286319,"plus1","arithmetic",1
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",1,11,"L","C",1,0,6,5,11,1,1,1,2647,29247,35780,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",2,11,"L","I",2,1,4,7,12,1,2,2,1850,29247,41813,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",3,13,"L","C",1,0,4,9,13,1,1,1,1637,29247,48346,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",4,12,"L","C",1,0,9,3,12,1,1,1,3186,29247,53879,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",5,14,"L","I",2,1,6,8,15,1,2,2,4463,29247,59912,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,1,3,"LargeProblem",6,11,"L","C",1,0,3,8,11,1,1,1,1848,29247,66445,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",1,3,"Plus1","I",2,1,2,1,4,1,2,2,1837,29247,77995,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",2,6,"Plus1","I",2,1,5,1,7,1,2,2,1440,29247,84028,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",3,3,"Plus1","C",1,0,2,1,3,1,1,1,1504,29247,90561,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",4,5,"Plus1","I",2,2,4,1,7,1,2,2,1143,29247,96078,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",5,10,"Plus1","I",2,2,9,1,12,1,2,2,1673,29247,102111,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,2,1,"Plus1",6,8,"Plus1","C",1,0,7,1,8,1,1,1,1392,29247,108644,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",1,9,"S","C",1,0,5,4,9,0,1,2,1911,29247,120194,"incorrect","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",2,10,"S","C",1,0,2,8,10,1,1,1,1597,29247,126727,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",3,7,"S","C",1,0,5,2,7,1,1,1,1835,29247,132760,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",4,9,"S","I",2,1,7,2,10,1,2,2,2132,29247,138293,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",5,9,"S","I",2,2,6,3,11,1,2,2,1501,29247,144326,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,3,6,"SmallProblem",6,8,"S","I",2,1,2,6,9,1,2,2,2568,29247,149859,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",1,10,"S","C",1,0,3,7,10,1,1,1,1570,29247,168409,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",2,5,"S","I",2,2,3,2,7,1,2,2,2221,29247,174442,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",3,10,"S","I",2,1,4,6,11,1,2,2,1899,29247,180975,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",4,6,"S","C",1,0,2,4,6,1,1,1,1590,29247,186508,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",5,7,"S","C",1,0,4,3,7,1,1,1,2307,29247,193041,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,4,2,"SmallProblem",6,8,"S","I",2,2,3,5,10,1,2,2,3089,29247,199074,"small","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",1,9,"Plus1","I",2,2,8,1,11,1,2,2,1477,29247,210624,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",2,10,"Plus1","C",1,0,9,1,10,1,1,1,1958,29247,217157,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",3,7,"Plus1","I",2,1,6,1,8,1,2,2,1954,29247,223190,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",4,7,"Plus1","C",1,0,6,1,7,1,1,1,1578,29247,228723,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",5,4,"Plus1","C",1,0,3,1,4,1,1,1,2703,29247,234740,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,5,5,"Plus1",6,6,"Plus1","C",1,0,5,1,6,1,1,1,1290,29247,240273,"plus1","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",1,14,"L","C",1,0,5,9,14,1,1,1,3092,29247,258823,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",2,11,"L","I",2,2,9,2,13,1,2,2,2606,29247,264856,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",3,13,"L","I",2,2,8,5,15,1,2,2,2198,29247,270389,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",4,13,"L","C",1,0,7,6,13,1,1,1,2105,29247,276922,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",5,12,"L","I",2,1,8,4,13,1,2,2,4012,29247,282955,"large","arithmetic",2
"Arithmetic_Run2",1,1,"05-12-2015",19:28:02,6,4,"LargeProblem",6,12,"L","I",2,2,5,7,14,1,2,2,3022,29247,288488,"large","arithmetic",2
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",1,9,"S","I",2,1,4,5,10,1,2,2,3420,47251,53784,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",2,6,"S","I",2,2,4,2,8,1,2,2,2622,47251,59301,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",3,10,"S","C",1,0,6,4,10,1,1,1,2215,47251,65334,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",4,8,"S","C",1,0,6,2,8,1,1,1,2381,47251,71867,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",5,10,"S","I",2,1,8,2,11,1,2,2,3521,47251,77884,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,1,2,"SmallProblem",6,8,"S","C",1,0,5,3,8,1,1,1,2552,47251,83417,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",1,4,"Plus1","C",1,0,3,1,4,1,1,1,3128,47251,95966,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",2,3,"Plus1","C",1,0,2,1,3,1,1,1,1696,47251,101483,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",3,4,"Plus1","I",2,1,3,1,5,1,2,2,1983,47251,108016,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",4,5,"Plus1","I",2,1,4,1,6,1,2,2,2350,47251,114049,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",5,7,"Plus1","C",1,0,6,1,7,1,1,1,2517,47251,120582,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,2,1,"Plus1",6,6,"Plus1","I",2,2,5,1,8,1,2,2,2036,47251,126616,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",1,12,"L","I",2,1,3,9,13,0,2,1,3319,47251,138165,"incorrect","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",2,13,"L","C",1,0,5,8,13,1,1,1,4526,47251,144698,"large","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",3,11,"L","C",1,0,2,9,11,1,1,1,3217,47251,150231,"large","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",4,11,"L","C",1,0,7,4,11,1,1,1,3417,47251,156248,"large","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",5,14,"L","C",1,0,8,6,14,1,1,1,3510,47251,162781,"large","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,3,4,"LargeProblem",6,14,"L","I",2,2,9,5,16,1,2,2,3247,47251,168814,"large","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",1,8,"Plus1","C",1,0,7,1,8,1,1,1,2613,47251,186364,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",2,5,"Plus1","C",1,0,4,1,5,1,1,1,2624,47251,192397,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",3,10,"Plus1","I",2,2,9,1,12,1,2,2,2270,47251,198930,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",4,9,"Plus1","I",2,2,8,1,11,1,2,2,2428,47251,204463,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",5,8,"Plus1","I",2,1,7,1,9,1,2,2,2664,47251,210996,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,4,5,"Plus1",6,9,"Plus1","C",1,0,8,1,9,1,1,1,2632,47251,216529,"plus1","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",1,5,"S","C",1,0,2,3,5,1,1,1,2168,47251,234562,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",2,7,"S","I",2,1,2,5,8,1,2,2,2856,47251,241095,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",3,9,"S","C",1,0,2,7,9,1,1,1,2440,47251,246628,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",4,10,"S","I",2,2,7,3,12,1,2,2,3837,47251,252661,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",5,7,"S","I",2,2,3,4,9,1,2,2,4077,47251,258195,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,5,6,"SmallProblem",6,9,"S","C",1,0,3,6,9,1,1,1,2948,47251,264228,"small","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",1,11,"L","I",2,2,5,6,13,1,2,2,4818,47251,282777,"large","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",2,11,"L","I",2,2,8,3,13,1,2,2,2769,47251,288810,"large","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",3,13,"L","I",2,1,6,7,14,1,2,2,5076,47251,294327,"large","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",4,13,"L","I",2,1,9,4,14,0,NA,NA,0,47251,300860,"incorrect","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",5,12,"L","C",1,0,4,8,12,0,1,2,79,47251,306893,"incorrect","arithmetic",1
"Arithmetic_Run1",2,1,"05-13-2015",19:38:30,6,3,"LargeProblem",6,12,"L","C",1,0,7,5,12,1,1,1,40,47251,312426,"large","arithmetic",1
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",1,8,"S","I",2,1,2,6,9,1,2,2,2281,19107,25640,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",2,5,"S","I",2,2,3,2,7,1,2,2,2177,19107,31173,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",3,7,"S","C",1,0,4,3,7,1,1,1,2380,19107,37190,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",4,6,"S","C",1,0,2,4,6,1,1,1,3159,19107,43723,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",5,9,"S","I",2,1,7,2,10,0,NA,NA,0,19107,49756,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,1,2,"SmallProblem",6,10,"S","C",1,0,3,7,10,0,1,2,667,19107,55289,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",1,8,"Plus1","C",1,0,7,1,8,1,1,1,3212,19107,67839,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",2,5,"Plus1","I",2,2,4,1,7,1,2,2,4496,19107,73872,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",3,9,"Plus1","I",2,2,8,1,11,1,2,2,4140,19107,80405,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",4,7,"Plus1","C",1,0,6,1,7,1,1,1,2794,19107,85938,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",5,4,"Plus1","C",1,0,3,1,4,1,1,1,2093,19107,91971,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,2,5,"Plus1",6,10,"Plus1","I",2,2,9,1,12,1,2,2,4069,19107,98505,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",1,6,"Plus1","C",1,0,5,1,6,1,1,1,3102,19107,116054,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",2,3,"Plus1","I",2,1,2,1,4,1,2,2,2411,19107,122087,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",3,7,"Plus1","I",2,1,6,1,8,1,2,2,3859,19107,128620,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",4,10,"Plus1","C",1,0,9,1,10,0,1,2,2992,19107,134153,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",5,6,"Plus1","I",2,1,5,1,7,1,2,2,3109,19107,140670,"plus1","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,3,1,"Plus1",6,3,"Plus1","C",1,0,2,1,3,0,1,2,3076,19107,146203,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",1,11,"L","I",2,1,4,7,12,0,NA,NA,0,19107,158253,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",2,11,"L","C",1,0,6,5,11,1,1,1,854,19107,163786,"large","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",3,12,"L","I",2,1,8,4,13,1,2,2,5321,19107,169819,"large","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",4,11,"L","I",2,2,9,2,13,1,2,2,4461,19107,176352,"large","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",5,14,"L","C",1,0,5,9,14,1,1,1,6017,19107,181885,"large","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,4,4,"LargeProblem",6,13,"L","C",1,0,7,6,13,1,1,1,3936,19107,188402,"large","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",1,7,"S","C",1,0,5,2,7,1,1,1,5914,19107,206451,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",2,9,"S","C",1,0,5,4,9,1,1,1,5167,19107,212984,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",3,9,"S","I",2,2,6,3,11,1,2,2,2549,19107,218501,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",4,8,"S","I",2,2,3,5,10,1,2,2,2722,19107,224534,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",5,10,"S","C",1,0,2,8,10,0,1,2,2321,19107,231067,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,5,6,"SmallProblem",6,10,"S","I",2,1,4,6,11,1,2,2,3235,19107,237100,"small","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",1,13,"L","C",1,0,4,9,13,1,1,1,4744,19107,254650,"large","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",2,11,"L","C",1,0,3,8,11,0,1,2,5668,19107,260683,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",3,12,"L","I",2,2,5,7,14,1,2,2,5193,19107,267216,"large","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",4,12,"L","C",1,0,9,3,12,0,NA,NA,0,19107,272749,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",5,13,"L","I",2,2,8,5,15,0,2,1,502,19107,279282,"incorrect","arithmetic",2
"Arithmetic_Run2",2,1,"05-13-2015",19:44:44,6,3,"LargeProblem",6,14,"L","I",2,1,6,8,15,1,2,2,5314,19107,285315,"large","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",1,5,"S","I",2,2,3,2,7,1,2,2,4929,21801,28335,"small","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",2,10,"S","C",1,0,3,7,10,0,NA,NA,0,21801,34368,"incorrect","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",3,6,"S","C",1,0,2,4,6,0,1,2,1337,21801,39901,"incorrect","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",4,10,"S","C",1,0,2,8,10,1,1,1,2087,21801,46434,"small","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",5,8,"S","I",2,1,2,6,9,1,2,2,5017,21801,51967,"small","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,1,6,"SmallProblem",6,7,"S","C",1,0,4,3,7,0,NA,NA,0,21801,58500,"incorrect","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",1,9,"S","C",1,0,5,4,9,1,1,1,4818,21801,76550,"small","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",2,9,"S","I",2,2,6,3,11,1,2,2,5035,21801,83083,"small","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",3,10,"S","I",2,1,4,6,11,1,2,2,4518,21801,88616,"small","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",4,9,"S","I",2,1,7,2,10,0,2,1,1409,21801,94649,"incorrect","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",5,7,"S","C",1,0,5,2,7,0,NA,NA,0,21801,100182,"incorrect","arithmetic",2
"Arithmetic_Run2",3,2,"05-14-2015",17:55:48,2,2,"SmallProblem",6,8,"S","I",2,2,3,5,10,0,NA,NA,0,21801,106215,"incorrect","arithmetic",2
